smiles,yield
C1CCN(C(C1)CO)CCCc1ccccc1.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,28
C1CCN(C(C1)CO)CCCc1ccccc1.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,36
C1[C@@H](C[C@@H]1O)OCc1ccccc1.c1cc(ccc1S(=O)(=O)F)Cl.C1CCC2=NCCCN2CC1,1
C1[C@@H](C[C@@H]1O)OCc1ccccc1.c1ccnc(c1)S(=O)(=O)F.C1CCC2=NCCCN2CC1,1
C1[C@@H](C[C@@H]1O)OCc1ccccc1.c1cc(ccc1C(F)(F)F)S(=O)(=O)F.C1CCC2=NCCCN2CC1,3
C1[C@@H](C[C@@H]1O)OCc1ccccc1.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F.C1CCC2=NCCCN2CC1,11
C1[C@@H](C[C@@H]1O)OCc1ccccc1.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F.C1CCC2=NCCCN2CC1,83
C1[C@@H](C[C@@H]1O)OCc1ccccc1.c1cc(ccc1S(=O)(=O)F)Cl.CN1CCCN2CCCN=C12,1
C1[C@@H](C[C@@H]1O)OCc1ccccc1.c1ccnc(c1)S(=O)(=O)F.CN1CCCN2CCCN=C12,2
C1[C@@H](C[C@@H]1O)OCc1ccccc1.c1cc(ccc1C(F)(F)F)S(=O)(=O)F.CN1CCCN2CCCN=C12,4
C1[C@@H](C[C@@H]1O)OCc1ccccc1.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F.CN1CCCN2CCCN=C12,12
C1[C@@H](C[C@@H]1O)OCc1ccccc1.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F.CN1CCCN2CCCN=C12,79
C1[C@@H](C[C@@H]1O)OCc1ccccc1.c1cc(ccc1S(=O)(=O)F)Cl.CC(C)(C)N=C(N(C)C)N(C)C,1
C1[C@@H](C[C@@H]1O)OCc1ccccc1.c1ccnc(c1)S(=O)(=O)F.CC(C)(C)N=C(N(C)C)N(C)C,1
C1[C@@H](C[C@@H]1O)OCc1ccccc1.c1cc(ccc1C(F)(F)F)S(=O)(=O)F.CC(C)(C)N=C(N(C)C)N(C)C,5
C1[C@@H](C[C@@H]1O)OCc1ccccc1.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F.CC(C)(C)N=C(N(C)C)N(C)C,12
C1[C@@H](C[C@@H]1O)OCc1ccccc1.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F.CC(C)(C)N=C(N(C)C)N(C)C,89
C1[C@@H](C[C@@H]1O)OCc1ccccc1.c1cc(ccc1S(=O)(=O)F)Cl.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,3
C1[C@@H](C[C@@H]1O)OCc1ccccc1.c1ccnc(c1)S(=O)(=O)F.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,1
C1[C@@H](C[C@@H]1O)OCc1ccccc1.c1cc(ccc1C(F)(F)F)S(=O)(=O)F.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,12
C1[C@@H](C[C@@H]1O)OCc1ccccc1.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,22
C1[C@@H](C[C@@H]1O)OCc1ccccc1.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,82
C1N([C@@H](C[C@H]1O)C(=O)OC)C(=O)OC(C)(C)C.c1cc(ccc1S(=O)(=O)F)Cl.C1CCC2=NCCCN2CC1,23
C1N([C@@H](C[C@H]1O)C(=O)OC)C(=O)OC(C)(C)C.c1ccnc(c1)S(=O)(=O)F.C1CCC2=NCCCN2CC1,40
C1N([C@@H](C[C@H]1O)C(=O)OC)C(=O)OC(C)(C)C.c1cc(ccc1C(F)(F)F)S(=O)(=O)F.C1CCC2=NCCCN2CC1,47
C1N([C@@H](C[C@H]1O)C(=O)OC)C(=O)OC(C)(C)C.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F.C1CCC2=NCCCN2CC1,55
C1N([C@@H](C[C@H]1O)C(=O)OC)C(=O)OC(C)(C)C.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F.C1CCC2=NCCCN2CC1,76
C1N([C@@H](C[C@H]1O)C(=O)OC)C(=O)OC(C)(C)C.c1cc(ccc1S(=O)(=O)F)Cl.CN1CCCN2CCCN=C12,34
C1N([C@@H](C[C@H]1O)C(=O)OC)C(=O)OC(C)(C)C.c1ccnc(c1)S(=O)(=O)F.CN1CCCN2CCCN=C12,41
C1N([C@@H](C[C@H]1O)C(=O)OC)C(=O)OC(C)(C)C.c1cc(ccc1C(F)(F)F)S(=O)(=O)F.CN1CCCN2CCCN=C12,60
C1N([C@@H](C[C@H]1O)C(=O)OC)C(=O)OC(C)(C)C.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F.CN1CCCN2CCCN=C12,65
C1N([C@@H](C[C@H]1O)C(=O)OC)C(=O)OC(C)(C)C.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F.CN1CCCN2CCCN=C12,88
C1N([C@@H](C[C@H]1O)C(=O)OC)C(=O)OC(C)(C)C.c1cc(ccc1S(=O)(=O)F)Cl.CC(C)(C)N=C(N(C)C)N(C)C,30
C1N([C@@H](C[C@H]1O)C(=O)OC)C(=O)OC(C)(C)C.c1ccnc(c1)S(=O)(=O)F.CC(C)(C)N=C(N(C)C)N(C)C,39
C1N([C@@H](C[C@H]1O)C(=O)OC)C(=O)OC(C)(C)C.c1cc(ccc1C(F)(F)F)S(=O)(=O)F.CC(C)(C)N=C(N(C)C)N(C)C,47
C1N([C@@H](C[C@H]1O)C(=O)OC)C(=O)OC(C)(C)C.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F.CC(C)(C)N=C(N(C)C)N(C)C,55
C1N([C@@H](C[C@H]1O)C(=O)OC)C(=O)OC(C)(C)C.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F.CC(C)(C)N=C(N(C)C)N(C)C,79
C1N([C@@H](C[C@H]1O)C(=O)OC)C(=O)OC(C)(C)C.c1cc(ccc1S(=O)(=O)F)Cl.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,46
C1N([C@@H](C[C@H]1O)C(=O)OC)C(=O)OC(C)(C)C.c1ccnc(c1)S(=O)(=O)F.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,49
C1N([C@@H](C[C@H]1O)C(=O)OC)C(=O)OC(C)(C)C.c1cc(ccc1C(F)(F)F)S(=O)(=O)F.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,58
C1N([C@@H](C[C@H]1O)C(=O)OC)C(=O)OC(C)(C)C.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,56
C1N([C@@H](C[C@H]1O)C(=O)OC)C(=O)OC(C)(C)C.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,82
C1N([C@@H](C[C@@H]1O)C(=O)OC)C(=O)OC(C)(C)C.c1cc(ccc1S(=O)(=O)F)Cl.C1CCC2=NCCCN2CC1,25
C1N([C@@H](C[C@@H]1O)C(=O)OC)C(=O)OC(C)(C)C.c1ccnc(c1)S(=O)(=O)F.C1CCC2=NCCCN2CC1,45
C1N([C@@H](C[C@@H]1O)C(=O)OC)C(=O)OC(C)(C)C.c1cc(ccc1C(F)(F)F)S(=O)(=O)F.C1CCC2=NCCCN2CC1,41
C1N([C@@H](C[C@@H]1O)C(=O)OC)C(=O)OC(C)(C)C.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F.C1CCC2=NCCCN2CC1,48
C1N([C@@H](C[C@@H]1O)C(=O)OC)C(=O)OC(C)(C)C.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F.C1CCC2=NCCCN2CC1,59
C1N([C@@H](C[C@@H]1O)C(=O)OC)C(=O)OC(C)(C)C.c1cc(ccc1S(=O)(=O)F)Cl.CN1CCCN2CCCN=C12,30
C1N([C@@H](C[C@@H]1O)C(=O)OC)C(=O)OC(C)(C)C.c1ccnc(c1)S(=O)(=O)F.CN1CCCN2CCCN=C12,40
C1N([C@@H](C[C@@H]1O)C(=O)OC)C(=O)OC(C)(C)C.c1cc(ccc1C(F)(F)F)S(=O)(=O)F.CN1CCCN2CCCN=C12,47
C1N([C@@H](C[C@@H]1O)C(=O)OC)C(=O)OC(C)(C)C.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F.CN1CCCN2CCCN=C12,48
C1N([C@@H](C[C@@H]1O)C(=O)OC)C(=O)OC(C)(C)C.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F.CN1CCCN2CCCN=C12,74
C1N([C@@H](C[C@@H]1O)C(=O)OC)C(=O)OC(C)(C)C.c1cc(ccc1S(=O)(=O)F)Cl.CC(C)(C)N=C(N(C)C)N(C)C,29
C1N([C@@H](C[C@@H]1O)C(=O)OC)C(=O)OC(C)(C)C.c1ccnc(c1)S(=O)(=O)F.CC(C)(C)N=C(N(C)C)N(C)C,39
C1N([C@@H](C[C@@H]1O)C(=O)OC)C(=O)OC(C)(C)C.c1cc(ccc1C(F)(F)F)S(=O)(=O)F.CC(C)(C)N=C(N(C)C)N(C)C,39
C1N([C@@H](C[C@@H]1O)C(=O)OC)C(=O)OC(C)(C)C.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F.CC(C)(C)N=C(N(C)C)N(C)C,40
C1N([C@@H](C[C@@H]1O)C(=O)OC)C(=O)OC(C)(C)C.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F.CC(C)(C)N=C(N(C)C)N(C)C,64
C1N([C@@H](C[C@@H]1O)C(=O)OC)C(=O)OC(C)(C)C.c1cc(ccc1S(=O)(=O)F)Cl.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,30
C1N([C@@H](C[C@@H]1O)C(=O)OC)C(=O)OC(C)(C)C.c1ccnc(c1)S(=O)(=O)F.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,33
C1N([C@@H](C[C@@H]1O)C(=O)OC)C(=O)OC(C)(C)C.c1cc(ccc1C(F)(F)F)S(=O)(=O)F.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,33
C1N([C@@H](C[C@@H]1O)C(=O)OC)C(=O)OC(C)(C)C.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,32
C1N([C@@H](C[C@@H]1O)C(=O)OC)C(=O)OC(C)(C)C.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,58
O1C(O[C@H](C1)[C@@H]1[C@H]([C@@H]2[C@H](O1)OC(O2)(C)C)O)(C)C.c1cc(ccc1S(=O)(=O)F)Cl.C1CCC2=NCCCN2CC1,0
O1C(O[C@H](C1)[C@@H]1[C@H]([C@@H]2[C@H](O1)OC(O2)(C)C)O)(C)C.c1ccnc(c1)S(=O)(=O)F.C1CCC2=NCCCN2CC1,0
O1C(O[C@H](C1)[C@@H]1[C@H]([C@@H]2[C@H](O1)OC(O2)(C)C)O)(C)C.c1cc(ccc1C(F)(F)F)S(=O)(=O)F.C1CCC2=NCCCN2CC1,0
O1C(O[C@H](C1)[C@@H]1[C@H]([C@@H]2[C@H](O1)OC(O2)(C)C)O)(C)C.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F.C1CCC2=NCCCN2CC1,0
O1C(O[C@H](C1)[C@@H]1[C@H]([C@@H]2[C@H](O1)OC(O2)(C)C)O)(C)C.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F.C1CCC2=NCCCN2CC1,65
O1C(O[C@H](C1)[C@@H]1[C@H]([C@@H]2[C@H](O1)OC(O2)(C)C)O)(C)C.c1cc(ccc1S(=O)(=O)F)Cl.CN1CCCN2CCCN=C12,0
O1C(O[C@H](C1)[C@@H]1[C@H]([C@@H]2[C@H](O1)OC(O2)(C)C)O)(C)C.c1ccnc(c1)S(=O)(=O)F.CN1CCCN2CCCN=C12,0
O1C(O[C@H](C1)[C@@H]1[C@H]([C@@H]2[C@H](O1)OC(O2)(C)C)O)(C)C.c1cc(ccc1C(F)(F)F)S(=O)(=O)F.CN1CCCN2CCCN=C12,0
O1C(O[C@H](C1)[C@@H]1[C@H]([C@@H]2[C@H](O1)OC(O2)(C)C)O)(C)C.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F.CN1CCCN2CCCN=C12,0
O1C(O[C@H](C1)[C@@H]1[C@H]([C@@H]2[C@H](O1)OC(O2)(C)C)O)(C)C.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F.CN1CCCN2CCCN=C12,80
O1C(O[C@H](C1)[C@@H]1[C@H]([C@@H]2[C@H](O1)OC(O2)(C)C)O)(C)C.c1cc(ccc1S(=O)(=O)F)Cl.CC(C)(C)N=C(N(C)C)N(C)C,0
O1C(O[C@H](C1)[C@@H]1[C@H]([C@@H]2[C@H](O1)OC(O2)(C)C)O)(C)C.c1ccnc(c1)S(=O)(=O)F.CC(C)(C)N=C(N(C)C)N(C)C,0
O1C(O[C@H](C1)[C@@H]1[C@H]([C@@H]2[C@H](O1)OC(O2)(C)C)O)(C)C.c1cc(ccc1C(F)(F)F)S(=O)(=O)F.CC(C)(C)N=C(N(C)C)N(C)C,0
O1C(O[C@H](C1)[C@@H]1[C@H]([C@@H]2[C@H](O1)OC(O2)(C)C)O)(C)C.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F.CC(C)(C)N=C(N(C)C)N(C)C,0
O1C(O[C@H](C1)[C@@H]1[C@H]([C@@H]2[C@H](O1)OC(O2)(C)C)O)(C)C.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F.CC(C)(C)N=C(N(C)C)N(C)C,70
O1C(O[C@H](C1)[C@@H]1[C@H]([C@@H]2[C@H](O1)OC(O2)(C)C)O)(C)C.c1cc(ccc1S(=O)(=O)F)Cl.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,0
O1C(O[C@H](C1)[C@@H]1[C@H]([C@@H]2[C@H](O1)OC(O2)(C)C)O)(C)C.c1ccnc(c1)S(=O)(=O)F.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,0
O1C(O[C@H](C1)[C@@H]1[C@H]([C@@H]2[C@H](O1)OC(O2)(C)C)O)(C)C.c1cc(ccc1C(F)(F)F)S(=O)(=O)F.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,0
O1C(O[C@H](C1)[C@@H]1[C@H]([C@@H]2[C@H](O1)OC(O2)(C)C)O)(C)C.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,0
O1C(O[C@H](C1)[C@@H]1[C@H]([C@@H]2[C@H](O1)OC(O2)(C)C)O)(C)C.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,70
O1C[C@@H]([C@@H]2[C@H]1[C@@H](CO2)O)OC(=O)C.c1cc(ccc1S(=O)(=O)F)Cl.C1CCC2=NCCCN2CC1,0
O1C[C@@H]([C@@H]2[C@H]1[C@@H](CO2)O)OC(=O)C.c1ccnc(c1)S(=O)(=O)F.C1CCC2=NCCCN2CC1,1
O1C[C@@H]([C@@H]2[C@H]1[C@@H](CO2)O)OC(=O)C.c1cc(ccc1C(F)(F)F)S(=O)(=O)F.C1CCC2=NCCCN2CC1,3
O1C[C@@H]([C@@H]2[C@H]1[C@@H](CO2)O)OC(=O)C.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F.C1CCC2=NCCCN2CC1,7
O1C[C@@H]([C@@H]2[C@H]1[C@@H](CO2)O)OC(=O)C.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F.C1CCC2=NCCCN2CC1,91
O1C[C@@H]([C@@H]2[C@H]1[C@@H](CO2)O)OC(=O)C.c1cc(ccc1S(=O)(=O)F)Cl.CN1CCCN2CCCN=C12,2
O1C[C@@H]([C@@H]2[C@H]1[C@@H](CO2)O)OC(=O)C.c1ccnc(c1)S(=O)(=O)F.CN1CCCN2CCCN=C12,3
O1C[C@@H]([C@@H]2[C@H]1[C@@H](CO2)O)OC(=O)C.c1cc(ccc1C(F)(F)F)S(=O)(=O)F.CN1CCCN2CCCN=C12,7
O1C[C@@H]([C@@H]2[C@H]1[C@@H](CO2)O)OC(=O)C.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F.CN1CCCN2CCCN=C12,14
O1C[C@@H]([C@@H]2[C@H]1[C@@H](CO2)O)OC(=O)C.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F.CN1CCCN2CCCN=C12,105
O1C[C@@H]([C@@H]2[C@H]1[C@@H](CO2)O)OC(=O)C.c1cc(ccc1S(=O)(=O)F)Cl.CC(C)(C)N=C(N(C)C)N(C)C,2
O1C[C@@H]([C@@H]2[C@H]1[C@@H](CO2)O)OC(=O)C.c1ccnc(c1)S(=O)(=O)F.CC(C)(C)N=C(N(C)C)N(C)C,2
O1C[C@@H]([C@@H]2[C@H]1[C@@H](CO2)O)OC(=O)C.c1cc(ccc1C(F)(F)F)S(=O)(=O)F.CC(C)(C)N=C(N(C)C)N(C)C,6
O1C[C@@H]([C@@H]2[C@H]1[C@@H](CO2)O)OC(=O)C.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F.CC(C)(C)N=C(N(C)C)N(C)C,12
O1C[C@@H]([C@@H]2[C@H]1[C@@H](CO2)O)OC(=O)C.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F.CC(C)(C)N=C(N(C)C)N(C)C,97
O1C[C@@H]([C@@H]2[C@H]1[C@@H](CO2)O)OC(=O)C.c1cc(ccc1S(=O)(=O)F)Cl.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,8
O1C[C@@H]([C@@H]2[C@H]1[C@@H](CO2)O)OC(=O)C.c1ccnc(c1)S(=O)(=O)F.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,5
O1C[C@@H]([C@@H]2[C@H]1[C@@H](CO2)O)OC(=O)C.c1cc(ccc1C(F)(F)F)S(=O)(=O)F.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,23
O1C[C@@H]([C@@H]2[C@H]1[C@@H](CO2)O)OC(=O)C.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,30
O1C[C@@H]([C@@H]2[C@H]1[C@@H](CO2)O)OC(=O)C.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,106
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@H](CC1)O.c1cc(ccc1S(=O)(=O)F)Cl.C1CCC2=NCCCN2CC1,1
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@H](CC1)O.c1ccnc(c1)S(=O)(=O)F.C1CCC2=NCCCN2CC1,1
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@H](CC1)O.c1cc(ccc1C(F)(F)F)S(=O)(=O)F.C1CCC2=NCCCN2CC1,5
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@H](CC1)O.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F.C1CCC2=NCCCN2CC1,12
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@H](CC1)O.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F.C1CCC2=NCCCN2CC1,40
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@H](CC1)O.c1cc(ccc1S(=O)(=O)F)Cl.CN1CCCN2CCCN=C12,2
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@H](CC1)O.c1ccnc(c1)S(=O)(=O)F.CN1CCCN2CCCN=C12,3
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@H](CC1)O.c1cc(ccc1C(F)(F)F)S(=O)(=O)F.CN1CCCN2CCCN=C12,6
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@H](CC1)O.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F.CN1CCCN2CCCN=C12,12
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@H](CC1)O.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F.CN1CCCN2CCCN=C12,48
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@H](CC1)O.c1cc(ccc1S(=O)(=O)F)Cl.CC(C)(C)N=C(N(C)C)N(C)C,2
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@H](CC1)O.c1ccnc(c1)S(=O)(=O)F.CC(C)(C)N=C(N(C)C)N(C)C,2
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@H](CC1)O.c1cc(ccc1C(F)(F)F)S(=O)(=O)F.CC(C)(C)N=C(N(C)C)N(C)C,5
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@H](CC1)O.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F.CC(C)(C)N=C(N(C)C)N(C)C,11
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@H](CC1)O.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F.CC(C)(C)N=C(N(C)C)N(C)C,50
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@H](CC1)O.c1cc(ccc1S(=O)(=O)F)Cl.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,2
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@H](CC1)O.c1ccnc(c1)S(=O)(=O)F.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,2
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@H](CC1)O.c1cc(ccc1C(F)(F)F)S(=O)(=O)F.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,9
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@H](CC1)O.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,11
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@H](CC1)O.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,45
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@@H](CC1)O.c1cc(ccc1S(=O)(=O)F)Cl.C1CCC2=NCCCN2CC1,4
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@@H](CC1)O.c1ccnc(c1)S(=O)(=O)F.C1CCC2=NCCCN2CC1,6
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@@H](CC1)O.c1cc(ccc1C(F)(F)F)S(=O)(=O)F.C1CCC2=NCCCN2CC1,7
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@@H](CC1)O.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F.C1CCC2=NCCCN2CC1,7
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@@H](CC1)O.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F.C1CCC2=NCCCN2CC1,8
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@@H](CC1)O.c1cc(ccc1S(=O)(=O)F)Cl.CN1CCCN2CCCN=C12,5
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@@H](CC1)O.c1ccnc(c1)S(=O)(=O)F.CN1CCCN2CCCN=C12,7
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@@H](CC1)O.c1cc(ccc1C(F)(F)F)S(=O)(=O)F.CN1CCCN2CCCN=C12,9
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@@H](CC1)O.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F.CN1CCCN2CCCN=C12,7
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@@H](CC1)O.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F.CN1CCCN2CCCN=C12,11
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@@H](CC1)O.c1cc(ccc1S(=O)(=O)F)Cl.CC(C)(C)N=C(N(C)C)N(C)C,1
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@@H](CC1)O.c1ccnc(c1)S(=O)(=O)F.CC(C)(C)N=C(N(C)C)N(C)C,4
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@@H](CC1)O.c1cc(ccc1C(F)(F)F)S(=O)(=O)F.CC(C)(C)N=C(N(C)C)N(C)C,6
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@@H](CC1)O.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F.CC(C)(C)N=C(N(C)C)N(C)C,6
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@@H](CC1)O.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F.CC(C)(C)N=C(N(C)C)N(C)C,12
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@@H](CC1)O.c1cc(ccc1S(=O)(=O)F)Cl.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,2
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@@H](CC1)O.c1ccnc(c1)S(=O)(=O)F.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,3
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@@H](CC1)O.c1cc(ccc1C(F)(F)F)S(=O)(=O)F.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,6
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@@H](CC1)O.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,5
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@@H](CC1)O.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,13
C1C2C[C@H](CC(C1)N2C(=O)OC(C)(C)C)O.c1cc(ccc1S(=O)(=O)F)Cl.C1CCC2=NCCCN2CC1,17
C1C2C[C@H](CC(C1)N2C(=O)OC(C)(C)C)O.c1ccnc(c1)S(=O)(=O)F.C1CCC2=NCCCN2CC1,35
C1C2C[C@H](CC(C1)N2C(=O)OC(C)(C)C)O.c1cc(ccc1C(F)(F)F)S(=O)(=O)F.C1CCC2=NCCCN2CC1,38
C1C2C[C@H](CC(C1)N2C(=O)OC(C)(C)C)O.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F.C1CCC2=NCCCN2CC1,40
